"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000022565",29.2379447633283,2.42818100007795,0.522565061826628,4.64665776083506,3.37356157375731e-06,3.18587751437222e-05,"BP","Plec","18810",NA,"GO:0003779",NA
"ENSMUSG00000021737",247.288488611478,0.758341357214012,0.163297512662724,4.64392472884933,3.41852151261576e-06,3.22549681506965e-05,"BP","Psmd6","66413","ENSMUSP00000022256","GO:0000502","03050"
"ENSMUSG00000020859",25.034483720419,-2.44365263239097,0.526946019502948,-4.63738702248095,3.52841358176583e-06,3.32625842752054e-05,"BP","Spag9","70834",NA,"GO:0000187",NA
"ENSMUSG00000027865",29.1894507087464,-2.28561762965729,0.493237907227529,-4.63390505102226,3.58831625373786e-06,3.37975915453027e-05,"BP","Gdap2","14547",NA,"GO:0003674",NA
"ENSMUSG00000022811",58.9340021957129,-1.67983716461928,0.362642874514154,-4.63220783496661,3.61786688050447e-06,3.40460314860105e-05,"BP","Zfp148","22661",NA,"GO:0000122",NA
"ENSMUSG00000051786",14.0571393385286,-3.09479523781022,0.668779821054081,-4.62752484507149,3.70061849196002e-06,3.47942464344847e-05,"BP","Tubgcp6","328580",NA,"GO:0000226",NA
"ENSMUSG00000015776",40.8541194628652,-1.85833594362956,0.401620950732815,-4.62708915020184,3.70840911799594e-06,3.48369641137131e-05,"BP","Med22","20933",NA,"GO:0001104",NA
"ENSMUSG00000017428",378.644775570656,0.635350204142197,0.137347111495798,4.62587234069087,3.73025015645925e-06,3.501148178346e-05,"BP","Psmd11","69077",NA,"GO:0000502","03050"
"ENSMUSG00000027843",53.9809206223992,-1.69873924214457,0.367399143437431,-4.62368862989434,3.76975611926905e-06,3.53204748013261e-05,"BP","Ptpn22","19260",NA,"GO:0002230",NA
"ENSMUSG00000038379",37.9980947647769,-2.14980954256194,0.464951159434125,-4.62373197472697,3.76896807188352e-06,3.53204748013261e-05,"BP","Ttk","22137",NA,"GO:0000166","04110"
"ENSMUSG00000026643",203.995529507993,0.827961318891022,0.179304398516576,4.6176297165096,3.88148052885903e-06,3.63355350031411e-05,"BP","Nmt2","18108",NA,"GO:0004379",NA
"ENSMUSG00000057497",345.045758207994,0.646619307686878,0.140041780096255,4.61733139383431,3.887062692032e-06,3.63560667481424e-05,"BP","Fam136a","66488","ENSMUSP00000071426","GO:0003674",NA
"ENSMUSG00000021591",110.133587356908,1.16234758874665,0.251764191638089,4.61681060036341,3.8968261380524e-06,3.63639426353162e-05,"BP","Glrx","93692","ENSMUSP00000022082","GO:0005634",NA
"ENSMUSG00000028683",197.496959025537,0.85423930966191,0.185025176071452,4.6168814849933,3.89549586547855e-06,3.63639426353162e-05,"BP","Eif2b3","108067",NA,"GO:0003743","03013"
"ENSMUSG00000046157",18.8588018727762,-2.82337070911068,0.611550178890213,-4.61674414720028,3.89807364192894e-06,3.63639426353162e-05,"BP","Tmem229b","268567",NA,"GO:0003674",NA
"ENSMUSG00000004207",213.140249206465,-0.893497397246623,0.193552906179747,-4.61629543509338,3.90650719447649e-06,3.6410954980316e-05,"BP","Psap","19156",NA,"GO:0001664","04142"
"ENSMUSG00000024104",27.7196268325782,-2.37965692147578,0.515630044398486,-4.6150470619915,3.93006250209335e-06,3.65987070507443e-05,"BP","Fam21","28006",NA,"GO:0005546",NA
"ENSMUSG00000052253",81.4916273259155,1.29706134258725,0.281075670997407,4.61463398089411,3.93788678027399e-06,3.66397652894877e-05,"BP","Zfp622","52521","ENSMUSP00000059678","GO:0003676",NA
"ENSMUSG00000021037",258.776722819164,0.787548076588478,0.170727052582038,4.6129073552069,3.97075318064731e-06,3.69135529653244e-05,"BP","Ahsa1","217737","ENSMUSP00000021425","GO:0001671",NA
"ENSMUSG00000029810",97.228897055045,1.20762750041367,0.26188792656277,4.61123777740941,4.00278358731091e-06,3.71791015798021e-05,"BP","Tmem176b","65963",NA,"GO:0005515",NA
"ENSMUSG00000025184",38.9068556922741,-2.0811803520103,0.451369675118501,-4.61081119697266,4.01100705200317e-06,3.72232557559602e-05,"BP","R3hcc1l","52013",NA,"GO:0000166",NA
"ENSMUSG00000024642",12.168808169532,-3.10523624442641,0.673651859402884,-4.60955640674525,4.03529041825882e-06,3.74162451228009e-05,"BP","Tle4","21888",NA,"GO:0000122",NA
"ENSMUSG00000034807",106.947937195809,-1.28900302461117,0.279821390177466,-4.60652069448184,4.09462328590655e-06,3.79336084725436e-05,"CC","Colgalt1","234407","ENSMUSP00000047923","GO:0003674","00310"
"ENSMUSG00000032393",38.6789192345522,-2.08191777669475,0.452042165662392,-4.60558313989148,4.11311610538986e-06,3.80720531308218e-05,"BP","Dpp8","74388",NA,"GO:0003674",NA
"ENSMUSG00000024099",494.000392875576,0.536300966504071,0.116460426740092,4.60500602235427,4.12453924475527e-06,3.81120215484363e-05,"BP","Ndufv2","72900",NA,"GO:0003954","00190"
"ENSMUSG00000028053",38.4282155194219,-1.96765752202958,0.427277693506093,-4.6051023770599,4.1226299420959e-06,3.81120215484363e-05,"BP","Ash1l","192195",NA,"GO:0002674","00310"
"ENSMUSG00000031584",69.5780477419185,-1.49926020531729,0.32569041490778,-4.60332922521471,4.15790157167662e-06,3.83872358527941e-05,"BP","Gsr","14782",NA,"GO:0004362","00480"
"ENSMUSG00000039218",112.23618718761,1.20141294345614,0.261200782901441,4.59957634931544,4.23351014039278e-06,3.90516739347668e-05,"BP","Srrm2","75956",NA,"GO:0005634",NA
"ENSMUSG00000034826",35.6771782340203,-2.0961263171568,0.45582613842301,-4.5985215424649,4.25499722860097e-06,3.92161600244254e-05,"BP","Nup54","269113",NA,"GO:0005487","03013"
"ENSMUSG00000071267",26.271993827177,-2.39835348646999,0.521614660718935,-4.59794109920984,4.26686576161974e-06,3.92580925305803e-05,"BP","Zfp942","73233",NA,"GO:0003674",NA
"ENSMUSG00000104003",37.274406015767,-2.1184262682278,0.460728939519721,-4.5979882888106,4.26589967539576e-06,3.92580925305803e-05,NA,NA,NA,NA,NA,NA
"ENSMUSG00000036777",45.1573513504933,-1.91259855843449,0.415986540945411,-4.59774144155658,4.27095556114115e-06,3.92620490659146e-05,"BP","Anln","68743","ENSMUSP00000045873","GO:0000281",NA
"ENSMUSG00000032053",55.0968786444704,-1.66182753055481,0.361652008286927,-4.59510107085139,4.3253956165484e-06,3.97284624780233e-05,"BP","Pou2af1","18985","ENSMUSP00000034554","GO:0003677",NA
"ENSMUSG00000018379",89.0478566443785,-1.31819270234428,0.287063448409486,-4.59199075900435,4.3903781335706e-06,4.02908268750602e-05,"BP","Srsf1","110809","ENSMUSP00000138980","GO:0000166","03040"
"ENSMUSG00000021248",193.119915520477,0.867945795338696,0.18914976979304,4.58866958330621,4.4607984449812e-06,4.09020903570584e-05,"BP","Tmed10","68581","ENSMUSP00000037583","GO:0005783",NA
"ENSMUSG00000071715",87.5950577144257,1.31902490981746,0.287562810867673,4.58691061558872,4.49853162840858e-06,4.12128499654716e-05,"CC","Ncf4","17972",NA,"GO:0005515","04145"
"ENSMUSG00000026708",34.5068000868911,1.94391216720234,0.423866817198139,4.58613906144403,4.51517923114977e-06,4.12948361396204e-05,"BP","Cenpl","70454",NA,"GO:0000775",NA
"ENSMUSG00000053113",10.7336051984154,3.28508122526638,0.716282648825193,4.58629178112074,4.51187936448458e-06,4.12948361396204e-05,"BP","Socs3","12702","ENSMUSP00000059129","GO:0001932","04120"
"ENSMUSG00000025878",33.8096854955951,-2.30546316465801,0.503122023131994,-4.58231414778115,4.59858358564292e-06,4.20218098013435e-05,"BP","Uimc1","20184",NA,"GO:0005634",NA
"ENSMUSG00000052419",57.6524906647123,1.49932069059429,0.327214495139091,4.58207296090893,4.60389196788597e-06,4.20345132182814e-05,NA,NA,NA,NA,NA,NA
"ENSMUSG00000042197",23.377408028956,-2.66623499556366,0.582080146213342,-4.58052900946469,4.63801275649913e-06,4.23100347378594e-05,"BP","Zfp451","98403",NA,"GO:0001106",NA
"ENSMUSG00000050017",269.219537040092,-0.794384007781058,0.173444485239713,-4.58004765434404,4.64869997838761e-06,4.2371498188736e-05,"BP","Pitpnb","56305",NA,"GO:0001701",NA
"ENSMUSG00000035365",18.4501976511256,-2.75069486883432,0.600624840162169,-4.57972212419924,4.65594088400015e-06,4.24014718196551e-05,"BP","Parpbp","75317",NA,"GO:0000785",NA
"ENSMUSG00000020949",669.842037140083,0.502440354012758,0.109720091550918,4.57929215069593,4.66552152840915e-06,4.24177221875347e-05,"BP","Fkbp3","30795","ENSMUSP00000021332","GO:0003755",NA
"ENSMUSG00000022234",1384.26215343067,0.343570543503547,0.0750270800798561,4.57928714722555,4.66563312651854e-06,4.24177221875347e-05,"BP","Cct5","12465",NA,"GO:0000166",NA
"ENSMUSG00000031848",223.686145573726,0.781014634891728,0.170610546378287,4.57776293125524,4.69974875287683e-06,4.26917058601715e-05,"BP","Lsm4","50783",NA,"GO:0000245","03018"
"ENSMUSG00000038268",11.3507305963187,-3.16481512312013,0.691399729232504,-4.57740289634373,4.70784201898248e-06,4.27290432991912e-05,"BP","Ovca2","246257","ENSMUSP00000071493","GO:0003674",NA
"ENSMUSG00000043702",63.0933830127666,-1.55420778865702,0.339607554474052,-4.57648178958803,4.72860849524774e-06,4.28812442409279e-05,"BP","Pde12","211948","ENSMUSP00000059666","GO:0003674",NA
"ENSMUSG00000027346",28.1312607994422,-2.22781293619817,0.487947648127574,-4.56568024202406,4.97877194657008e-06,4.51117106780438e-05,"BP","Gpcpd1","74182",NA,"GO:0005737",NA
"ENSMUSG00000061360",81.5501984879654,1.33251155557983,0.292016232412976,4.5631420711413,5.03936883967456e-06,4.56222353688006e-05,"BP","Phf5a","68479","ENSMUSP00000023117","GO:0000398","03040"
"ENSMUSG00000037474",83.2040753069555,-1.36463824252657,0.299435010539954,-4.55737704173536,5.17963941837087e-06,4.68525899496482e-05,"BP","Dtl","76843",NA,"GO:0000209",NA
"ENSMUSG00000034341",98.3874943748614,1.19300004860078,0.261921557458692,4.55479900232699,5.24356916908507e-06,4.73909098954884e-05,"BP","Wbp2","22378",NA,"GO:0000790",NA
"ENSMUSG00000047407",28.1390173344412,2.14307159386603,0.470612019035079,4.55379698601851,5.26862030568645e-06,4.75772379119564e-05,"BP","Tgif1","21815",NA,"GO:0000122",NA
"ENSMUSG00000014550",34.9938210812818,-2.186904767412,0.480533528434101,-4.55099308998978,5.33933018256232e-06,4.81752179970804e-05,"BP","Rbsn","78287",NA,"GO:0000011","04144"
"ENSMUSG00000019188",168.240625630712,0.898776504563609,0.197587623960096,4.54874898817105,5.39657662293282e-06,4.86508184964902e-05,"BP","H13","14950",NA,"GO:0004190",NA
"ENSMUSG00000003929",29.0246975634393,-2.20840397489483,0.485677323901246,-4.54706008745812,5.44004707974898e-06,4.88877333569681e-05,"BP","Zfp81","224694",NA,"GO:0003674",NA
"ENSMUSG00000024767",292.573451493733,0.702993750640882,0.154593652662233,4.5473649049281,5.43217669933798e-06,4.88877333569681e-05,"BP","Otub1","107260",NA,"GO:0002250",NA
"ENSMUSG00000027162",37.4703252957883,-1.96869483772282,0.432924963272054,-4.54742739444589,5.43056456837113e-06,4.88877333569681e-05,"BP","Lin7c","22343","ENSMUSP00000028583","GO:0002011",NA
"ENSMUSG00000041438",267.833233385076,-0.73482698153498,0.161606280754657,-4.54701994318253,5.44108441724645e-06,4.88877333569681e-05,"BP","Cirh1a","21771","ENSMUSP00000048377","GO:0001650","03008"
"ENSMUSG00000035049",44.8998271772426,-1.97940482598702,0.435452661030462,-4.5456257433424,5.47722859075366e-06,4.91713040348161e-05,"BP","Rrp12","107094","ENSMUSP00000039853","GO:0005634",NA
"ENSMUSG00000028405",34.3833747637471,-2.57961080888462,0.567563268649824,-4.5450629936311,5.49188270949162e-06,4.92616368791188e-05,"BP","Aco1","11428","ENSMUSP00000100038","GO:0003723","00020"
"ENSMUSG00000026285",311.847722161546,0.669218356992329,0.147308964355433,4.54295744947071,5.54704515187887e-06,4.97148708348843e-05,"BP","Pdcd1","18566","ENSMUSP00000027507","GO:0002376","04514"
"ENSMUSG00000004319",52.4933371160953,-1.73349109030754,0.381596155165998,-4.54273730707129,5.55284311936033e-06,4.97252929753737e-05,"BP","Clcn3","12725",NA,"GO:0000166",NA
"ENSMUSG00000031066",18.544393038606,-2.99543705961656,0.660568014677036,-4.53463836132164,5.7702266122135e-06,5.16288499548177e-05,"BP","Usp11","236733",NA,"GO:0004843",NA
"ENSMUSG00000047215",300.140076530068,0.688223433548966,0.151884765506977,4.53122096381253,5.86437596243075e-06,5.24275211041309e-05,"BP","Rpl9","20005",NA,"GO:0002181","03010"
"ENSMUSG00000022462",55.6064961164567,-1.71317669902904,0.378349766617733,-4.52802367064747,5.95379136148059e-06,5.31825759583378e-05,"BP","Slc38a2","67760","ENSMUSP00000023099","GO:0005886","04974"
"ENSMUSG00000007029",201.607802134572,-0.847023982011936,0.187088234859119,-4.52740378169563,5.9712775055094e-06,5.32500956601037e-05,"BP","Vars","22321",NA,"GO:0000166","00290"
"ENSMUSG00000027593",408.117981285821,0.654260835989778,0.144510948678059,4.52741361104299,5.97099985115995e-06,5.32500956601037e-05,"BP","Raly","19383",NA,"GO:0000166",NA
"ENSMUSG00000028636",77.4900560004501,1.33983360711524,0.296174961696257,4.52379093574192,6.0741725916765e-06,5.41226939896225e-05,"BP","Ppcs","106564",NA,"GO:0004632","00770"
"ENSMUSG00000041471",17.4512720173744,-2.66650358263609,0.589587299290934,-4.52266116628182,6.10669557050072e-06,5.43673278674952e-05,"BP","Fam35a","75698","ENSMUSP00000107548","GO:0003674",NA
"ENSMUSG00000041974",35.4254263353899,-2.34598937887248,0.518992080859213,-4.52027972178033,6.17579756185311e-06,5.49369454755889e-05,"BP","Spidr","224008","ENSMUSP00000038820","GO:0000228",NA
"ENSMUSG00000040681",220.228522040692,0.822173355230174,0.181979875397853,4.51793558728789,6.24454729829387e-06,5.55024883314803e-05,"BP","Hmgn1","15312",NA,"GO:0000720",NA
"ENSMUSG00000057409",24.9690424159974,-2.36282026118899,0.523179745025156,-4.51626861256905,6.29388192488339e-06,5.58946732534346e-05,"BP","Zfp53","24132","ENSMUSP00000075960","GO:0003700",NA
"ENSMUSG00000037730",10.8771870009505,-3.15831479343168,0.699501590995901,-4.51509308068206,6.32889614550707e-06,5.61591380057898e-05,"BP","Mynn","80732",NA,"GO:0003676",NA
"ENSMUSG00000004642",387.856823349749,0.593250742789994,0.131473037131862,4.51233770613352,6.41169923663916e-06,5.68468672815413e-05,"BP","Slbp","20492",NA,"GO:0003723",NA
"ENSMUSG00000024976",38.9918840657274,-2.13169800770615,0.472447402403598,-4.51203244395257,6.42093633626277e-06,5.6881754760881e-05,"BP","Shoc2","56392",NA,"GO:0000164",NA
"ENSMUSG00000021215",30.8017484007274,-2.23986802840301,0.496445210328629,-4.51181315037826,6.42757992078414e-06,5.68936282097131e-05,"BP","Net1","56349",NA,"GO:0005085",NA
"ENSMUSG00000053091",17.9317794309219,-2.65510279362222,0.588578526153605,-4.51104258079796,6.45097682389735e-06,5.70536515801903e-05,"BP","Lins1","72635",NA,"GO:0003674",NA
"ENSMUSG00000038005",72.4107399896955,1.35081352987795,0.29954801418033,4.509505875291,6.49787951934995e-06,5.74211297228882e-05,"BP","Hpf1","72612",NA,"GO:0005634",NA
"ENSMUSG00000020235",139.230903983565,0.992525255547739,0.220138776791137,4.50863437153295,6.52462399746179e-06,5.76100133701811e-05,"BP","Fzr1","56371",NA,"GO:0005515","04110"
"ENSMUSG00000045312",14.8587185412125,2.99617061031075,0.664913081591988,4.50610868286284,6.60272782498408e-06,5.82516974559451e-05,"BP","Lhfpl2","218454",NA,"GO:0003674",NA
"ENSMUSG00000003033",149.678126253113,0.980453835795025,0.217650903748114,4.50470831460317,6.64641712217813e-06,5.85889588222901e-05,"BP","Ap1m1","11767",NA,"GO:0005515","04142"
"ENSMUSG00000021635",34.5566434743926,-2.21237359191059,0.491263105820361,-4.50343932955467,6.68624620655203e-06,5.88916660951479e-05,"BP","Rad17","19356",NA,"GO:0000077",NA
"ENSMUSG00000027589",14.3685431768301,-3.05383556106774,0.678603371131189,-4.50017740993121,6.7896771639125e-06,5.97536149421274e-05,"BP","Pcmtd2","245867",NA,"GO:0004719",NA
"ENSMUSG00000052698",25.6883961579944,-2.31244301171617,0.513984634706015,-4.49905085788961,6.82575281755433e-06,6.00110917404867e-05,"BP","Tln2","70549",NA,"GO:0001726","04510"
"ENSMUSG00000087370",13.867825035692,-2.94859423130126,0.655426571683971,-4.49874075706987,6.83571533434701e-06,6.00110917404867e-05,"BP","Tmem170b","621976","ENSMUSP00000131144","GO:0003674",NA
"ENSMUSG00000095325",8.44804965518886,-3.23180491610271,0.718362296873177,-4.49885097000472,6.83217296400517e-06,6.00110917404867e-05,"BP","Zfp870","240066","ENSMUSP00000136197","GO:0003674",NA
"ENSMUSG00000009013",120.259231244284,1.04761965852374,0.232938821932452,4.49740257906659,6.87886632020443e-06,6.0340537925718e-05,"BP","Dynll1","56455","ENSMUSP00000009157","GO:0000776","04962"
"ENSMUSG00000069744",445.856907894311,0.557702385305075,0.124028704051603,4.49655899873823,6.90620223828605e-06,6.05308313826248e-05,"BP","Psmb3","26446","ENSMUSP00000099436","GO:0000502","03050"
"ENSMUSG00000015806",331.79668621246,0.669363832528299,0.148885412868458,4.49583219492221,6.92983735290428e-06,6.06510247523859e-05,"BP","Qdpr","110391",NA,"GO:0004155","00790"
"ENSMUSG00000034329",36.192915195687,-2.1134221381436,0.470089193070292,-4.49578966991395,6.93122262736998e-06,6.06510247523859e-05,"BP","Brip1","237911",NA,"GO:0000166",NA
"ENSMUSG00000037280",52.3261708219946,-1.67936477071719,0.373612279493675,-4.49493997625852,6.95895742722079e-06,6.08440874321309e-05,"CC","Galnt6","207839",NA,"GO:0004653","00512"
"ENSMUSG00000091512",119.906338278898,1.0477055447063,0.233265643614786,4.49146959008022,7.0733401566681e-06,6.17938055380581e-05,"BP","Lamtor3","56692","ENSMUSP00000142512","GO:0000186","04010"
"ENSMUSG00000030225",354.408736188325,0.631652597737362,0.140686075954144,4.4898018048584,7.12894740033872e-06,6.21783314722226e-05,"BP","Dera","232449",NA,"GO:0003824","00030"
"ENSMUSG00000049439",8.84412272844531,-3.22614834956627,0.718537590816263,-4.48988110128148,7.12629406142074e-06,6.21783314722226e-05,"BP","Cyp20a1","77951",NA,"GO:0004497",NA
"ENSMUSG00000001924",104.946151283668,-1.23600482389752,0.275377530729512,-4.48840114377952,7.17597097534755e-06,6.25376252018915e-05,"BP","Uba1","22201",NA,"GO:0000166","04120"
"ENSMUSG00000026078",87.1008902752978,1.2044742069199,0.268447724440787,4.48681101480365,7.22971498379499e-06,6.29548558004486e-05,"BP","Pdcl3","68833",NA,"GO:0001525",NA
"ENSMUSG00000001034",15.9783162066812,-3.020130770394,0.673198164370262,-4.48624332364179,7.24899518461006e-06,6.30715493434685e-05,"BP","Mapk7","23939",NA,"GO:0000166","04010"
"ENSMUSG00000076928",123.382637998455,1.0269293896937,0.22898653667295,4.48467147725989,7.30263588393698e-06,6.34867729034651e-05,NA,NA,NA,NA,NA,NA
"ENSMUSG00000055932",41.1774150803115,-1.94602965507991,0.433959970150376,-4.48435291025939,7.31355343861531e-06,6.35302034732511e-05,"BP","Fto","26383",NA,"GO:0000907",NA
"ENSMUSG00000006024",260.069796125356,0.724714647828686,0.161673435067686,4.48258334787827,7.37448252923001e-06,6.40076444770061e-05,"BP","Napa","108124",NA,"GO:0000149",NA
"ENSMUSG00000020654",14.6543867672921,-2.95917675504124,0.660255417472062,-4.48186667876369,7.3992965301726e-06,6.41711020013676e-05,"BP","Adcy3","104111",NA,"GO:0000166","00230"
"ENSMUSG00000041355",293.846384951975,0.677278225709957,0.151133434498564,4.48132623967063,7.41806151626421e-06,6.42708764916991e-05,"BP","Ssr2","66256",NA,"GO:0003674","04141"
"ENSMUSG00000052310",137.051858811676,0.980022079872629,0.218696814500031,4.48119046504214,7.42278299526614e-06,6.42708764916991e-05,"BP","Slc39a1","30791","ENSMUSP00000076012","GO:0001701",NA
"ENSMUSG00000038095",172.417610009606,-0.95471883021424,0.213058841657336,-4.48101014155386,7.42905807620245e-06,6.4273334710887e-05,"BP","Sbno1","243272",NA,"GO:0003674",NA
"ENSMUSG00000058454",31.9804792456402,-2.25908177767441,0.504245032379371,-4.48012698710094,7.45986431784293e-06,6.44878520562602e-05,"BP","Dhcr7","13360",NA,"GO:0001568","00100"
"ENSMUSG00000029223",62.8434788755878,1.44301507275034,0.322142983083981,4.47942419523121,7.48446638408551e-06,6.46484342741299e-05,"BP","Uchl1","22223",NA,"GO:0002931","05012"
"ENSMUSG00000043183",23.2892715937411,-2.38700613986122,0.532913703575015,-4.47916074187651,7.49370885996735e-06,6.4676193603966e-05,"BP","Simc1","319719",NA,"GO:0005575",NA
